city,lat,lng,country,iso3
Saint-Die-des-Vosges,48.2842,6.9492,France,FRA
La Chapelle-sur-Erdre,47.2989,-1.5528,France,FRA
Plaisance-du-Touch,43.5656,1.2964,France,FRA
Bressuire,46.84,-0.4886,France,FRA
Cognac,45.6958,-0.3292,France,FRA
Saint-Lo,49.1144,-1.0917,France,FRA
Selestat,48.2594,7.4542,France,FRA
Brie-Comte-Robert,48.6925,2.6111,France,FRA
Riom,45.8936,3.1125,France,FRA
Bruz,48.0247,-1.7458,France,FRA
Sorgues,44.0083,4.8725,France,FRA
Royan,45.6231,-1.0431,France,FRA
Fecamp,49.7575,0.3792,France,FRA
Vence,43.7225,7.1119,France,FRA
La Crau,43.1497,6.0742,France,FRA
Meylan,45.2086,5.7794,France,FRA
Louviers,49.2153,1.1656,France,FRA
Moissy-Cramayel,48.6261,2.5922,France,FRA
Luneville,48.5894,6.5017,France,FRA
Vitre,48.1233,-1.2094,France,FRA
Avion,50.4097,2.8328,France,FRA
Montceau-les-Mines,46.6669,4.3689,France,FRA
Boissy-Saint-Leger,48.7503,2.5097,France,FRA
Le Pontet,43.9642,4.86,France,FRA
Osny,49.0592,2.0625,France,FRA
Bagnols-sur-Ceze,44.1625,4.62,France,FRA
Limay,48.9933,1.7358,France,FRA
Cluses,46.0603,6.5786,France,FRA
Firminy,45.3881,4.2872,France,FRA
L'Isle-d'Abeau,45.6194,5.2331,France,FRA
Carvin,50.4931,2.9581,France,FRA
Yutz,49.3589,6.1886,France,FRA
Ploemeur,47.7358,-3.4311,France,FRA
Chateauneuf-les-Martigues,43.3831,5.1642,France,FRA
Port-de-Bouc,43.405,4.9886,France,FRA
Lattes,43.5678,3.9021,France,FRA
Pontarlier,46.9061,6.3547,France,FRA
Marmande,44.5,0.1653,France,FRA
Cesson-Sevigne,48.1208,-1.6036,France,FRA
Orsay,48.6981,2.1875,France,FRA
Sanary-sur-Mer,43.1192,5.8022,France,FRA
Verdun,49.1597,5.3828,France,FRA
Verneuil-sur-Seine,48.9797,1.9739,France,FRA
Saint-Cyr-sur-Loire,47.4028,0.6781,France,FRA
Balma,43.6103,1.4986,France,FRA
Brignoles,43.4058,6.0617,France,FRA
Saint-Egreve,45.2317,5.6831,France,FRA
Saint-Pierre-des-Corps,47.3908,0.7281,France,FRA
Saint-Julien-en-Genevois,46.1442,6.0842,France,FRA
Domont,49.0275,2.3267,France,FRA
Saint-Maximin-la-Sainte-Baume,43.4533,5.8619,France,FRA
Hayange,49.3297,6.0619,France,FRA
Ambares-et-Lagrave,44.9247,-0.4867,France,FRA
Cestas,44.7444,-0.6822,France,FRA
Elbeuf,49.2858,1.0083,France,FRA
Saran,47.9514,1.8803,France,FRA
Sedan,49.7019,4.9403,France,FRA
Landerneau,48.4508,-4.2494,France,FRA
Villeneuve-Loubet,43.6581,7.1214,France,FRA
Sallanches,45.9364,6.6319,France,FRA
Mauguio,43.6164,4.0075,France,FRA
Annonay,45.24,4.6708,France,FRA
Escoublac,47.2858,-2.3922,France,FRA
Tourlaville,49.6408,-1.5789,France,FRA
Hennebont,47.8042,-3.2789,France,FRA
Montbrison,45.6075,4.0653,France,FRA
Sin-le-Noble,50.3631,3.1131,France,FRA
Vendome,47.7928,1.0656,France,FRA
Illzach,47.7822,7.3481,France,FRA
Francheville,45.7364,4.7636,France,FRA
Rumilly,45.8667,5.9444,France,FRA
Mennecy,48.5653,2.4361,France,FRA
Sainte-Luce-sur-Loire,47.2494,-1.4867,France,FRA
Digne-les-Bains,44.0925,6.2356,France,FRA
Vesoul,47.6222,6.1553,France,FRA
Chateaurenard,43.8825,4.855,France,FRA
Saint-Amand-les-Eaux,50.4481,3.4269,France,FRA
Verrieres-le-Buisson,48.7475,2.2628,France,FRA
Les Herbiers,46.8711,-1.0136,France,FRA
Montivilliers,49.5461,0.1881,France,FRA
Guerande,47.3281,-2.4292,France,FRA
Chateau-Thierry,49.0464,3.4031,France,FRA
Bois-Guillaume,49.47,1.1194,France,FRA
Les Sables-d'Olonne,46.4972,-1.7833,France,FRA
Trelaze,47.4461,-0.4664,France,FRA
Toul,48.675,5.8917,France,FRA
Coulommiers,48.8156,3.0836,France,FRA
Saint-Avertin,47.3667,0.7267,France,FRA
Chenove,47.2911,5.0072,France,FRA
Beaucaire,43.8072,4.6433,France,FRA
Issoire,45.5442,3.2489,France,FRA
Dinan,48.4556,-2.0503,France,FRA
Pornic,47.1156,-2.1033,France,FRA
Tarascon,43.805,4.6594,France,FRA
Villers-les-Nancy,48.6731,6.1547,France,FRA
Pamiers,43.1164,1.6108,France,FRA
Blanquefort,44.9106,-0.6375,France,FRA
Castanet-Tolosan,43.5156,1.4981,France,FRA
Saint-Avold,49.1042,6.7081,France,FRA
Fos-sur-Mer,43.4544,4.9436,France,FRA
Saint-Omer,50.7483,2.2608,France,FRA
Fontainebleau,48.4089,2.7017,France,FRA
Hautmont,50.2481,3.9244,France,FRA
Crepy-en-Valois,49.2344,2.8875,France,FRA
Pontivy,48.0686,-2.9628,France,FRA
Gaillac,43.9006,1.8983,France,FRA
Saint-Rambert,45.4994,4.24,France,FRA
Fameck,49.2992,6.1097,France,FRA
Caudry,50.125,3.4117,France,FRA
Wittenheim,47.8075,7.3369,France,FRA
Bouc-Bel-Air,43.4544,5.4144,France,FRA
Bailleul,50.7375,2.7339,France,FRA
Senlis,49.2072,2.5867,France,FRA
Flers,48.7483,-0.5694,France,FRA
Outreau,50.7039,1.5939,France,FRA
Morlaix,48.5775,-3.8278,France,FRA
Tulle,45.2658,1.7722,France,FRA
Olonne-sur-Mer,46.5361,-1.7728,France,FRA
Guipavas,48.4336,-4.4008,France,FRA
Saint-Genis-Pouilly,46.2433,6.0214,France,FRA
Avrille,47.5069,-0.5889,France,FRA
Bar-le-Duc,48.7717,5.1672,France,FRA
Laxou,48.6856,6.1522,France,FRA
Kingersheim,47.7914,7.3381,France,FRA
Meru,49.2358,2.135,France,FRA
Andresy,48.9808,2.0583,France,FRA
Romilly-sur-Seine,48.5158,3.7267,France,FRA
Pont-a-Mousson,48.9044,6.0542,France,FRA
Saint-Jacques-de-la-Lande,48.0903,-1.6956,France,FRA
La Fleche,47.6997,-0.0761,France,FRA
Thouars,46.975,-0.2153,France,FRA
Roquebrune-sur-Argens,43.4433,6.6378,France,FRA
Canteleu,49.4511,1.0361,France,FRA
Saint-Brevin-les-Pins,47.2464,-2.1669,France,FRA
Lieusaint,48.6322,2.5486,France,FRA
Woippy,49.1511,6.1514,France,FRA
Saint-Fargeau,48.5328,2.5447,France,FRA
Saint-Jean-de-Luz,43.3903,-1.6597,France,FRA
Rixheim,47.7486,7.4044,France,FRA
Montataire,49.2556,2.4383,France,FRA
Lons,43.315,-0.4108,France,FRA
Mions,45.6631,4.9531,France,FRA
Chateau-d'Olonne,46.5042,-1.7372,France,FRA
Audincourt,47.4828,6.8397,France,FRA
Plerin,48.5344,-2.7708,France,FRA
Ostwald,48.5511,7.7136,France,FRA
Bayeux,49.2786,-0.7039,France,FRA
Amberieu-en-Bugey,45.9581,5.3578,France,FRA
Roncq,50.7536,3.1203,France,FRA
Berck-sur-Mer,50.4083,1.5928,France,FRA
Sainte-Maxime,43.3089,6.6378,France,FRA
Douarnenez,48.0922,-4.3303,France,FRA
Ollioules,43.1394,5.8469,France,FRA
Argentan,48.7444,-0.0203,France,FRA
Riedisheim,47.7483,7.3669,France,FRA
Tergnier,49.6558,3.2872,France,FRA
Castelsarrasin,44.04,1.1069,France,FRA
Valbonne,43.6414,7.0089,France,FRA
Biscarrosse,44.3931,-1.1639,France,FRA
Saint-Gilles,43.6778,4.4311,France,FRA
Berre-l'Etang,43.4756,5.1681,France,FRA
Noyon,49.5811,2.9989,France,FRA
Gien,47.6981,2.625,France,FRA
Plouzane,48.38,-4.6006,France,FRA
Granville,48.8381,-1.5869,France,FRA
Pierrelatte,44.3775,4.6961,France,FRA
Bollene,44.2803,4.7489,France,FRA
Chalette-sur-Loing,48.0117,2.7358,France,FRA
Bully-les-Mines,50.4419,2.7244,France,FRA
Genas,45.7314,5.0022,France,FRA
Fontenay-le-Comte,46.4669,-0.8064,France,FRA
Saint-Orens-de-Gameville,43.5514,1.5342,France,FRA
Saint-Paul-les-Dax,43.7256,-1.0528,France,FRA
Saint-Martin-de-Crau,43.6397,4.8125,France,FRA
Plougastel-Daoulas,48.3725,-4.3706,France,FRA
Comines,50.7611,3.0078,France,FRA
Marly,50.3489,3.5442,France,FRA
Lourdes,43.095,-0.0453,France,FRA
Amilly,47.9731,2.7703,France,FRA
Creutzwald,49.2053,6.6958,France,FRA
Chateaudun,48.0708,1.3378,France,FRA
Vernouillet,48.7208,1.3606,France,FRA
L'Union,43.6564,1.4844,France,FRA
Le Relecq-Kerhuon,48.4086,-4.3969,France,FRA
Moissac,44.1047,1.0853,France,FRA
Gex,46.3333,6.0578,France,FRA
Aubergenville,48.9583,1.855,France,FRA
Mayenne,48.3031,-0.6136,France,FRA
Vitry-le-Francois,48.7247,4.5844,France,FRA
Bischwiller,48.7664,7.8569,France,FRA
Les Ponts-de-Ce,47.4244,-0.5253,France,FRA
Harnes,50.445,2.9058,France,FRA
Pont-Sainte-Maxence,49.3011,2.6036,France,FRA
Nemours,48.2686,2.6936,France,FRA
Carros,43.7725,7.1933,France,FRA
Gueret,46.1706,1.8683,France,FRA
Barentin,49.5444,0.9536,France,FRA
Autun,46.9511,4.2986,France,FRA
La Queue-en-Brie,48.7894,2.5767,France,FRA
Aubenas,44.6197,4.3903,France,FRA
Monteux,44.0356,4.9972,France,FRA
Brignais,45.6739,4.7542,France,FRA
Auriol,43.3694,5.6314,France,FRA
Sarrebourg,48.7347,7.0539,France,FRA
Yzeure,46.5658,3.3544,France,FRA
Somain,50.3575,3.2803,France,FRA
Seclin,50.5483,3.0294,France,FRA
Arcachon,44.6586,-1.1689,France,FRA
Yvetot,49.6169,0.7531,France,FRA
Triel-sur-Seine,48.9808,2.0061,France,FRA
Noeux-les-Mines,50.4797,2.6647,France,FRA
Tarnos,43.5406,-1.4614,France,FRA
Cusset,46.1344,3.4564,France,FRA
Claye-Souilly,48.945,2.6867,France,FRA
Graulhet,43.7608,1.9886,France,FRA
La Chapelle-Saint-Luc,48.3119,4.0444,France,FRA
Bonneville,46.0789,6.4008,France,FRA
Plan-de-Cuques,43.3469,5.4631,France,FRA
Amboise,47.4114,0.9825,France,FRA
Bruay-sur-l'Escaut,50.3983,3.5394,France,FRA
Maizieres-les-Metz,49.2122,6.1611,France,FRA
Ifs,49.1383,-0.3531,France,FRA
Provins,48.5589,3.2994,France,FRA
Saint-Andre-de-Cubzac,44.9947,-0.4458,France,FRA
Villeneuve-les-Avignon,43.9664,4.7958,France,FRA
Le Chambon-Feugerolles,45.3961,4.325,France,FRA
Florange,49.3214,6.1183,France,FRA
Saint-Jean,43.6653,1.505,France,FRA
L'Isle-Adam,49.1111,2.2228,France,FRA
Andernos-les-Bains,44.7425,-1.0903,France,FRA
Mericourt,50.4022,2.8658,France,FRA
Raismes,50.3892,3.4858,France,FRA
Canet-en-Roussillon,42.7056,3.0072,France,FRA
Fonsorbes,43.5361,1.2311,France,FRA
Oissel,49.3419,1.0914,France,FRA
Vidauban,43.4272,6.4319,France,FRA
Le Haillan,44.8717,-0.6769,France,FRA
Rognac,43.4878,5.2322,France,FRA
Pont-du-Chateau,45.7983,3.2483,France,FRA
Lamballe,48.4686,-2.5178,France,FRA
Betton,48.1825,-1.6439,France,FRA
Saint-Germain-les-Arpajon,48.5953,2.2556,France,FRA
Saint-Esteve,42.7133,2.8419,France,FRA
Meze,43.4267,3.6053,France,FRA
Mende,44.5183,3.5006,France,FRA
Chauny,49.6156,3.2192,France,FRA
Le Pont-de-Claix,45.1231,5.6981,France,FRA
Quimperle,47.8728,-3.5497,France,FRA
Bolbec,49.5722,0.4725,France,FRA
La Motte-Servolex,45.5967,5.8775,France,FRA
Chambray-les-Tours,47.3375,0.7139,France,FRA
Obernai,48.4622,7.4819,France,FRA
Sable-sur-Sarthe,47.84,-0.3342,France,FRA
Castelnaudary,43.3181,1.9539,France,FRA
Valentigney,47.4625,6.8322,France,FRA
Sollies-Pont,43.19,6.0411,France,FRA
Juvignac,43.6131,3.8097,France,FRA
Vedene,43.9775,4.9031,France,FRA
Gisors,49.2806,1.7764,France,FRA
Chateaubriant,47.7169,-1.3761,France,FRA
Cesson,48.5658,2.6011,France,FRA
Saint-Ave,47.6867,-2.7344,France,FRA
Aubiere,45.7508,3.1108,France,FRA
Saint-Saulve,50.3697,3.5547,France,FRA
Chateau-Gontier,47.8286,-0.7028,France,FRA
Fourmies,50.0172,4.0533,France,FRA
Saint-Gaudens,43.1081,0.7233,France,FRA
Bellegarde-sur-Valserine,46.1075,5.8258,France,FRA
Pace,48.1478,-1.7739,France,FRA
Cuers,43.2375,6.0708,France,FRA
Saint-Pierre-du-Perray,48.6131,2.4953,France,FRA
Guebwiller,47.9075,7.2103,France,FRA
Corbas,45.6681,4.9019,France,FRA
Annappes,50.6269,3.1497,France,FRA
Saint-Cyr-sur-Mer,43.1836,5.7086,France,FRA
Cernay,47.8067,7.1758,France,FRA
Auchel,50.5083,2.4736,France,FRA
Sassenage,45.205,5.665,France,FRA
Chevigny-Saint-Sauveur,47.3017,5.1356,France,FRA
Saint-Martin-Boulogne,50.7258,1.6322,France,FRA
Villepreux,48.83,2.0022,France,FRA
Mainvilliers,48.4531,1.4619,France,FRA
Vaux-le-Penil,48.5264,2.6822,France,FRA
Castelginest,43.6936,1.4328,France,FRA
Thiers,45.8564,3.5475,France,FRA
Villefranche-de-Rouergue,44.3525,2.0342,France,FRA
Villeneuve-Tolosane,43.5236,1.3417,France,FRA
Pornichet,47.2658,-2.34,France,FRA
Louvres,49.0439,2.5053,France,FRA
Issoudun,46.9481,1.9933,France,FRA
Longuenesse,50.7356,2.2372,France,FRA
Guidel,47.7906,-3.4886,France,FRA
Cogolin,43.2525,6.53,France,FRA
Villebon-sur-Yvette,48.7,2.2278,France,FRA
Onet Village,44.3656,2.5936,France,FRA
Saint-Jean-de-Vedas,43.5764,3.8239,France,FRA
Clermont,49.3789,2.4125,France,FRA
Neuville-en-Ferrain,50.7467,3.1581,France,FRA
Ploufragan,48.4894,-2.7958,France,FRA
Sainte-Savine,48.2947,4.0489,France,FRA
Septemes-les-Vallons,43.3983,5.3658,France,FRA
Saverne,48.7414,7.3619,France,FRA
Porto-Vecchio,41.5908,9.2797,France,FRA
Oignies,50.4692,2.9936,France,FRA
La Roche-sur-Foron,46.0669,6.3119,France,FRA
Allonnes,47.9686,0.1606,France,FRA
Courrieres,50.4581,2.9472,France,FRA
Darnetal,49.4447,1.1511,France,FRA
Etaples,50.5178,1.6406,France,FRA
Briancon,44.8958,6.635,France,FRA
Saint-Cyprien,42.6181,3.0064,France,FRA
Vauvert,43.6933,4.2761,France,FRA
Aniche,50.33,3.2511,France,FRA
Chantilly,49.1869,2.4608,France,FRA
Vernouillet,48.9722,1.9833,France,FRA
Annoeullin,50.5294,2.9328,France,FRA
Gravelines,50.9864,2.1275,France,FRA
Lezignan-Corbieres,43.2006,2.7578,France,FRA
La Riche,47.3892,0.6606,France,FRA
Ezanville,49.0278,2.3608,France,FRA
Pfastatt,47.7689,7.3017,France,FRA
Maxeville,48.7114,6.1631,France,FRA
Chassieu,45.7444,4.9664,France,FRA
Riorges,46.0428,4.0406,France,FRA
Wambrechies,50.6853,3.0486,France,FRA
Bondoufle,48.6133,2.3806,France,FRA
Saint-Hilaire-de-Riez,46.7211,-1.9456,France,FRA
Villerupt,49.4697,5.9286,France,FRA
Panazol,45.8389,1.31,France,FRA
Dammartin-en-Goele,49.0542,2.6814,France,FRA
Amneville,49.2608,6.1419,France,FRA
Dinard,48.6325,-2.0617,France,FRA
Saint-Junien,45.8872,0.9011,France,FRA
Douchy-les-Mines,50.3014,3.3933,France,FRA
Portes-les-Valence,44.8733,4.8764,France,FRA
Vieux-Conde,50.4594,3.5683,France,FRA
Grigny,45.6083,4.7897,France,FRA
Passy,45.9236,6.6864,France,FRA
Jeumont,50.2944,4.1014,France,FRA
Le Luc,43.3947,6.3128,France,FRA
La Chapelle-Saint-Mesmin,47.8897,1.8397,France,FRA
Tarare,45.8961,4.4331,France,FRA
Chantepie,48.0886,-1.6164,France,FRA
Montlouis-sur-Loire,47.3883,0.8272,France,FRA
Le Pradet,43.1056,6.0233,France,FRA
Thouare-sur-Loire,47.2689,-1.4383,France,FRA
Cabestany,42.6806,2.9428,France,FRA
Apt,43.8761,5.3964,France,FRA
Beaumont-sur-Oise,49.1425,2.2864,France,FRA
Vire,48.8386,-0.8892,France,FRA
Quincy-sous-Senart,48.6711,2.5339,France,FRA
Biganos,44.6442,-0.9783,France,FRA
Serris,48.8564,2.7861,France,FRA
Buxerolles,46.5975,0.3492,France,FRA
Hericourt,47.5775,6.7617,France,FRA
Leers,50.6817,3.2439,France,FRA
Tournon-sur-Rhone,45.0672,4.8328,France,FRA
Parthenay,46.6486,-0.2469,France,FRA
Guilherand,44.9344,4.8747,France,FRA
Pontchateau,47.4369,-2.0878,France,FRA
Marly,49.0611,6.1497,France,FRA
Mondeville,49.1739,-0.3211,France,FRA
Magny-le-Hongre,48.8631,2.8136,France,FRA
Lavaur,43.6989,1.8189,France,FRA
Pelissanne,43.6314,5.1506,France,FRA
Gignac-la-Nerthe,43.3932,5.2356,France,FRA
Marck,50.9481,1.9503,France,FRA
Hagondange,49.2542,6.1681,France,FRA
Saint-Laurent-de-la-Salanque,42.7736,2.9908,France,FRA
Chambly,49.1667,2.2481,France,FRA
Pont-Saint-Esprit,44.2564,4.6483,France,FRA
Erstein,48.4219,7.6611,France,FRA
Gerzat,45.8258,3.1447,France,FRA
Feyzin,45.6728,4.8589,France,FRA
Villers-Cotterets,49.2531,3.0903,France,FRA
Le Cres,43.6472,3.9392,France,FRA
Dourdan,48.5289,2.0108,France,FRA
Mios,44.605,-0.9369,France,FRA
Leognan,44.7286,-0.6008,France,FRA
Saint-Gely-du-Fesc,43.6922,3.8061,France,FRA
Le Taillan-Medoc,44.9044,-0.6697,France,FRA
Fontaine-les-Dijon,47.3433,5.0192,France,FRA
Wittelsheim,47.8053,7.2375,France,FRA
Villeneuve-les-Maguelone,43.5322,3.8608,France,FRA
La Trinite,43.7408,7.3142,France,FRA
Oloron-Sainte-Marie,43.1942,-0.6067,France,FRA
Mery-sur-Oise,49.0636,2.1864,France,FRA
La Londe-les-Maures,43.1381,6.2344,France,FRA
La Farlede,43.1678,6.0431,France,FRA
Orthez,43.4881,-0.7708,France,FRA
Bourg-de-Peage,45.0378,5.05,France,FRA
Bondues,50.7017,3.0933,France,FRA
Rombas,49.2494,6.0947,France,FRA
Fondettes,47.4042,0.5989,France,FRA
Escaudain,50.3344,3.3428,France,FRA
Trets,43.4469,5.6858,France,FRA
Mouans-Sartoux,43.62,6.9719,France,FRA
Urrugne,43.3622,-1.7,France,FRA
Pia,42.7447,2.9208,France,FRA
La Ferte-sous-Jouarre,48.9492,3.1294,France,FRA
Dombasle-sur-Meurthe,48.625,6.3497,France,FRA
Argeles-sur-Mer,42.5461,3.0239,France,FRA
Miribel,45.8244,4.9531,France,FRA
Soyaux,45.6403,0.1978,France,FRA
Albert,50.0019,2.6522,France,FRA
Perols,43.565,3.9506,France,FRA
Fuveau,43.4522,5.5617,France,FRA
Carmaux,44.0492,2.1581,France,FRA
Tomblaine,48.6856,6.2117,France,FRA
Frouzins,43.5161,1.3247,France,FRA
Saint-Gregoire,48.1511,-1.6861,France,FRA
Roche-la-Moliere,45.4339,4.3236,France,FRA
Pierrelaye,49.0225,2.1503,France,FRA
Brumath,48.7319,7.7083,France,FRA
Limoux,43.0569,2.2186,France,FRA
Portet-sur-Garonne,43.5219,1.4061,France,FRA
Quetigny,47.3144,5.1061,France,FRA
Essey-les-Nancy,48.7058,6.2222,France,FRA
Pernes-les-Fontaines,43.9978,5.0592,France,FRA
Biot,43.6286,7.0956,France,FRA
Bernay,49.0886,0.5983,France,FRA
Launaguet,43.6739,1.4569,France,FRA
Rouvroy,50.3936,2.9039,France,FRA
Pithiviers,48.1719,2.2519,France,FRA
Grand-Couronne,49.3575,1.0072,France,FRA
Saint-Loubes,44.9172,-0.4281,France,FRA
Ouistreham,49.2792,-0.2583,France,FRA
Lillers,50.5636,2.4819,France,FRA
Vetraz-Monthoux,46.1742,6.255,France,FRA
Saint-Jean-le-Blanc,47.8919,1.9172,France,FRA
Divonne-les-Bains,46.3567,6.1428,France,FRA
Wingles,50.4942,2.8553,France,FRA
Carqueiranne,43.095,6.0736,France,FRA
Molsheim,48.5428,7.4922,France,FRA
Auterive,43.3503,1.4747,France,FRA
Cabries,43.4411,5.3797,France,FRA
Le Passage,44.2014,0.6033,France,FRA
Mazamet,43.4917,2.3733,France,FRA
Fouesnant,47.8933,-4.0122,France,FRA
Le Beausset,43.1983,5.8028,France,FRA
Boucau,43.5236,-1.4867,France,FRA
Conde-sur-l'Escaut,50.4492,3.5906,France,FRA
Lescar,43.325,-0.4161,France,FRA
Lesquin,50.5897,3.1111,France,FRA
Arques,50.7356,2.3025,France,FRA
Figeac,44.6086,2.0317,France,FRA
Aire-sur-la-Lys,50.6386,2.3967,France,FRA
Lambesc,43.6539,5.2619,France,FRA
Saint-Pierre-du-Mont,43.8825,-0.5194,France,FRA
Blain,47.4761,-1.7636,France,FRA
Mont-Saint-Martin,49.5406,5.7794,France,FRA
Nogent-le-Rotrou,48.3217,0.8217,France,FRA
Saint-Doulchard,47.0997,2.3728,France,FRA
Aytre,46.1342,-1.1144,France,FRA
Aizenay,46.74,-1.6083,France,FRA
Saint-Amand-Montrond,46.7228,2.505,France,FRA
Merville,50.6439,2.6403,France,FRA
Foix,42.9653,1.6069,France,FRA
Magny-les-Hameaux,48.7239,2.0842,France,FRA
Margny-les-Compiegne,49.4261,2.8208,France,FRA
Saint-Lys,43.5142,1.1775,France,FRA
Ploermel,47.9317,-2.3975,France,FRA
Treillieres,47.3308,-1.6267,France,FRA
Saint-Remy-de-Provence,43.7894,4.8317,France,FRA
Ingre,47.9206,1.8242,France,FRA
Cosne sur Loire,47.4103,2.925,France,FRA
Revel,43.4586,2.0042,France,FRA
Redon,47.6514,-2.0847,France,FRA
Lucon,46.4547,-1.1658,France,FRA
Beuvry,50.5197,2.6794,France,FRA
Aulnoye-Aymeries,50.2047,3.8356,France,FRA
Seysses,43.4981,1.3125,France,FRA
Breuillet,48.5661,2.1714,France,FRA
Artigues-pres-Bordeaux,44.8606,-0.4936,France,FRA
Saint-Barthelemy-d'Anjou,47.4675,-0.495,France,FRA
Veauche,45.5619,4.2781,France,FRA
Couzeix,45.8761,1.2386,France,FRA
Basse-Goulaine,47.2153,-1.4656,France,FRA
La Ravoire,45.5569,5.9664,France,FRA
Scionzier,46.0572,6.55,France,FRA
Joigny,47.9822,3.3972,France,FRA
Leguevin,43.5989,1.2331,France,FRA
Ussel,45.5481,2.3092,France,FRA
Irigny,45.6731,4.8225,France,FRA
Saint-Sulpice-la-Pointe,43.7742,1.6864,France,FRA
Golbey,48.1958,6.4372,France,FRA
Loudeac,48.1778,-2.7533,France,FRA
Cebazat,45.8314,3.1,France,FRA
Elne,42.6003,2.9711,France,FRA
Morieres-les-Avignon,43.9417,4.9047,France,FRA
Landivisiau,48.5092,-4.0683,France,FRA
Vallet,47.1617,-1.2669,France,FRA
Voreppe,45.2978,5.6369,France,FRA
Belley,45.7592,5.6881,France,FRA
Valreas,44.3842,4.9903,France,FRA
Paray-le-Monial,46.4511,4.1194,France,FRA
La Grande-Motte,43.5606,4.085,France,FRA
Parempuyre,44.9492,-0.605,France,FRA
Orchies,50.4747,3.2442,France,FRA
Gonfreville-l'Orcher,49.5053,0.2331,France,FRA
Onnaing,50.3878,3.5981,France,FRA
Perigny,46.1528,-1.0964,France,FRA
La Chapelle d'Armentieres,50.6728,2.895,France,FRA
La Ferte-Bernard,48.1867,0.6544,France,FRA
Capbreton,43.6419,-1.4322,France,FRA
Lillebonne,49.5208,0.5375,France,FRA
Les Sorinieres,47.1483,-1.5294,France,FRA
Livron-sur-Drome,44.7728,4.8431,France,FRA
Le Muy,43.4725,6.5664,France,FRA
Savenay,47.3611,-1.9419,France,FRA
Gouvieux,49.1878,2.4161,France,FRA
Le Rheu,48.1019,-1.7956,France,FRA
Lamorlaye,49.155,2.4408,France,FRA
Tonneins,44.3897,0.3083,France,FRA
Sene,47.6197,-2.7372,France,FRA
Chaponost,45.7103,4.7422,France,FRA
Lempdes,45.7711,3.1936,France,FRA
Dardilly,45.8056,4.7531,France,FRA
Le Petit-Couronne,49.3856,1.0275,France,FRA
La Fare-les-Oliviers,43.5517,5.1947,France,FRA
Longvic,47.2878,5.0636,France,FRA
Isbergues,50.6233,2.4567,France,FRA
Grabels,43.6481,3.8017,France,FRA
Vendin-le-Vieil,50.4739,2.8661,France,FRA
Clermont-l'Herault,43.6272,3.4322,France,FRA
Le Thor,43.9292,4.9944,France,FRA
Nangis,48.555,3.0147,France,FRA
Saint-Paul-Trois-Chateaux,44.3489,4.7686,France,FRA
Saint-Claude,46.3872,5.8633,France,FRA
Saint-Philbert-de-Grand-Lieu,47.035,-1.64,France,FRA
Roquevaire,43.3494,5.6047,France,FRA
Nort-sur-Erdre,47.4394,-1.4983,France,FRA
Checy,47.8936,2.0269,France,FRA
Notre-Dame-de-Gravenchon,49.4892,0.5711,France,FRA
Thorigne-Fouillard,48.1597,-1.5797,France,FRA
Bellerive-sur-Allier,46.1164,3.4042,France,FRA
L'Isle-Jourdain,43.6136,1.0808,France,FRA
Rivesaltes,42.7689,2.8739,France,FRA
Lorgues,43.4933,6.3611,France,FRA
Gretz-Armainvilliers,48.7411,2.7342,France,FRA
Le Teil,44.5453,4.6822,France,FRA
Tournan-en-Brie,48.7406,2.7681,France,FRA
Queven,47.7886,-3.4153,France,FRA
Entraigues-sur-la-Sorgue,44.0031,4.9267,France,FRA
Grenade,43.7714,1.2931,France,FRA
Lancon-Provence,43.5925,5.1281,France,FRA
Borgo,42.5539,9.4275,France,FRA
Monistrol-sur-Loire,45.2925,4.1722,France,FRA
Hirson,49.9217,4.0839,France,FRA
Saint-Jean-d'Illac,44.8097,-0.7836,France,FRA
Thaon-les-Vosges,48.2505,6.4195,France,FRA
Crest,44.7283,5.0222,France,FRA
Sarlat-la-Caneda,44.89,1.2167,France,FRA
Marguerittes,43.86,4.4439,France,FRA
Domerat,46.3603,2.5344,France,FRA
Saint-Vallier,46.6419,4.3711,France,FRA
Velaux,43.5225,5.2539,France,FRA
Sarzeau,47.5272,-2.7697,France,FRA
Saint-Chamas,43.5503,5.0347,France,FRA
Pibrac,43.6169,1.2847,France,FRA
Vif,45.0553,5.67,France,FRA
Guichen,47.9675,-1.795,France,FRA
Coutras,45.0408,-0.1289,France,FRA
Saint-Jean-de-Monts,46.7928,-2.0603,France,FRA
Audenge,44.6836,-1.0133,France,FRA
Chamonix-Mont-Blanc,45.9222,6.8689,France,FRA
Le Poire-sur-Vie,46.7686,-1.5083,France,FRA
Aigues-Mortes,43.5667,4.1925,France,FRA
Plabennec,48.5019,-4.4261,France,FRA
Mauleon,46.9228,-0.7497,France,FRA
Cayenne,4.933,-52.33,French Guiana,GUF
Saint-Laurent-du-Maroni,5.4976,-54.0325,French Guiana,GUF
Kourou,5.16,-52.6499,French Guiana,GUF
Sinnamary,5.38,-52.96,French Guiana,GUF
Saint-Georges,3.9105,-51.81,French Guiana,GUF
Roura,4.73,-52.33,French Guiana,GUF
Iracoubo,5.4804,-53.22,French Guiana,GUF
Papeete,-17.5334,-149.5667,French Polynesia,PYF
Libreville,0.3903,9.4542,Gabon,GAB
Port-Gentil,-0.7167,8.7833,Gabon,GAB
